,0
1581,"['blade', 'runner', 'movie', 'review']"
1582,"['donald', 'trump', 'cringe', 'worthy', 'attempt', 'date', 'brooke', 'shields', 'wwhl']"
1583,"['kerry', 'washington', 'stephen', 'makeup']"
1584,"['much', 'poop', 'lifetime']"
1585,"['g', 'herbo', 'talks', 'humility', 'chicago', 'hip', 'hop', 'diversity', 'new', 'album']"
1586,"['lukas', 'graham', 'see', 'world', 'official', 'audio']"
1587,"['rachel', 'platten', 'perfect', 'audio']"
1588,"['chasing', 'pavements', 'adele', 'gatsby', 'style', 'cover', 'ft', 'hannah', 'gill']"
1589,"['slave', 'roots', 'meet', 'schoolhouse', 'rock', 'black', 'ish']"
1590,"['makes', 'black', 'mirror', 'dark', 'got', 'bb', 'spoilers']"
1591,"['n', 'x', 'burger', 'challenge']"
1592,"['chucky', 'halloween', 'costume', 'makeup', 'tutorial', 'w', 'rawbeautykristi']"
1593,"['brother', 'las', 'vegas', 'gunman', 'stephen', 'paddock', 'speaks', 'second', 'time']"
1594,"['neural', 'network', 'deep', 'learning', 'part']"
1595,"['las', 'vegas', 'gunman', 'act', 'alone']"
1596,"['psychopath', 'hannah', 'stocking']"
1597,"['back', 'away', 'slowly', 'stumble', 'upon', 'couple', 'fight', 'back', 'away', 'slowly', 'andr']"
1598,"['wu', 'tang', 'clan', 'people', 'say', 'ft', 'redman']"
1599,"['phoebe', 'ryan', 'james', 'changed', 'audio']"
1600,"['harvey', 'weinstein', 'bad', 'person']"
1601,"['women', 'late', 'night', 'react', 'harvey', 'weinstein', 'apology']"
1602,"['madea', 'trump', 'new', 'communications', 'director']"
1603,"['charlie', 'puth', 'plays', 'coy', 'subject', 'attention']"
1604,"['tax', 'breaks', 'help', 'rich']"
1605,"['themyscira', 'snl']"
1606,"['mindhunter', 'trailer', 'netflix']"
1607,"['reese', 'tacos', 'vs', 'reese', 'tacos']"
1608,"['scale', 'ashy', 'sunscreen', 'test', 'tips', 'ts', 'jackie', 'aina']"
1609,"['sam', 'smith', 'good', 'goodbyes', 'live', 'snl']"
1610,"['guy', 'built', 'diy', 'space', 'suit', 'wired']"
1611,"['hurricane', 'nate', 'makes', 'landfall', 'near', 'mississippi', 'river']"
1612,"['ramsay', 'spits', 'sushi', 'pizza', 'failing', 'sushi', 'ko', 'restaurant', 'kitchen', 'nightmares', 'supercut']"
1613,"['fill', 'awkward', 'amount', 'time']"
1614,"['zero', 'effort', 'diy', 'halloween', 'costumes', 'cute', 'funny', 'hot', 'mylifeaseva']"
1615,"['siblings', 'baby', 'shark', 'remix', 'dance', 'ranz', 'niana']"
1616,"['nissan', 'heisman', 'house', 'teboween']"
1617,"['gila', 'monster', 'baby', 'beaver', 'pixie', 'frog', 'w', 'jack', 'hanna']"
1618,"['sculpting', 'freddie', 'mercury']"
1619,"['almost', 'like', 'praying', 'feat', 'artists', 'puerto', 'rico']"
1620,"['know', 'feels', 'tom', 'petty', 'cover', 'walk', 'earth']"
1621,"['brain', 'vs', 'crush']"
1622,"['big', 'little', 'lies', 'lessons', 'learn']"
1623,"['adam', 'savage', 'examines', 'blade', 'runner', 'blasters']"
1624,"['maroon', 'julia', 'michaels', 'help', 'audio']"
1625,"['las', 'vegas', 'shooting', 'paddock', 'may', 'planned', 'escape', 'bbc', 'news']"
1626,"['replicas', 'movie', 'trailer']"
1627,"['secret', 'storage', 'chair']"
1628,"['survive', 'apocalypse', 'scientific', 'survival', 'tips']"
1629,"['lara', 'croft', 'real', 'superpower', 'neck']"
1630,"['never', 'mad', 'grilling', 'liza']"
1631,"['hunter', 'hayes', 'loved', 'official', 'audio']"
1632,"['pokémon', 'power', 'songify']"
1633,"['level', 'hot', 'chocolate', 'fudge', 'sauce']"
1634,"['powerpuff', 'girls', 'theme', 'bagpipe', 'rock', 'special', 'video']"
1635,"['explosive', 'video', 'milo', 'yiannopoulos', 'white', 'supremacists', 'karaoke']"
1636,"['everything', 'wrong', 'scream', 'minutes', 'less']"
1637,"['mosaic', 'official', 'trailer']"
1638,"['quick', 'teaser', 'ekoparty', 'talk', 'turning', 'hard', 'disk', 'drives', 'accidental', 'microphones']"
1639,"['tove', 'lo', 'disco', 'tits']"
1640,"['minute', 'glam', 'af', 'makeup', 'challenge', 'ft', 'nikkie', 'tutorials']"
1641,"['darius', 'rucker', 'twenty', 'something', 'audio']"
1642,"['allergic', 'cyanide', 'happiness', 'shorts']"
1643,"['really', 'going', 'covet', 'thee']"
1644,"['drugstore', 'must', 'haves', 'actually', 'use', 'time']"
1645,"['gryffin', 'nobody', 'compares', 'ft', 'katie', 'pearlman', 'lyric', 'video']"
1646,"['bacteria', 'rule', 'body', 'microbiome']"
1647,"['dragon', 'age', 'inquisition', 'dawn', 'come', 'peter', 'hollens', 'virtual', 'choir', 'feat', 'patrons']"
1648,"['build', 'connected', 'geiger', 'counter', 'esp']"
1649,"['frozen', 'theory', 'rapunzel', 'anna', 'elsa', 'cousin']"
1650,"['charlie', 'puth', 'long', 'official', 'audio']"
1651,"['russell', 'brand', 'talks', 'marriage', 'fatherhood', 'recovery']"
1652,"['insane', 'ways', 'rich', 'people', 'prepping', 'apocalypse']"
1653,"['diy', 'cute', 'miniature', 'cactus', 'resin', 'polymer', 'clay', 'tutorial']"
1654,"['playerunknown', 'battlegrounds', 'zone']"
1655,"['p', 'nk', 'whatever', 'want', 'lyric', 'video']"
1656,"['viral', 'jeopardy', 'winner', 'describes', 'success']"
1657,"['jessie', 'j', 'ex', 'audio']"
1658,"['easy', 'add', 'games', 'snes', 'classic', 'mini', 'hackchi', 'live']"
1659,"['grace', 'vanderwaal', 'escape', 'mind', 'audio']"
1660,"['true', 'friendship', 'chris', 'jack']"
1661,"['nra', 'wants', 'regulate', 'bump', 'stock', 'gun', 'accessories', 'paul', 'ryan', 'says', 'need', 'learn', 'time']"
1662,"['happy', 'season', 'official', 'trailer', 'syfy']"
1663,"['easy', 'glam', 'glossy', 'skull', 'halloween', 'makeup', 'tutorial']"
1664,"['las', 'vegas', 'shooter', 'plan', 'different', 'attack']"
1665,"['primer', 'puerto', 'rico', 'october', 'act', 'full', 'frontal', 'tbs']"
1666,"['miley', 'cyrus', 'carpool', 'karaoke']"
1667,"['password', 'mandy', 'moore', 'shaquille', 'neal', 'noah', 'cyrus']"
1668,"['sean', 'diddy', 'combs', 'praises', 'humble', 'french', 'montana', 'philanthropy']"
1669,"['luke', 'evans', 'snuck', 'selfie', 'stephen', 'wife']"
1670,"['rotten', 'tomatoes', 'scores', 'mean', 'seem']"
1671,"['hard', 'make', 'friends', 'adult']"
1672,"['haters', 'back', 'season', 'official', 'trailer', 'hd', 'netflix']"
1673,"['tried', 'make', 'good', 'halloween', 'costume', 'party', 'city']"
1674,"['bella', 'hadid', 'dating', 'drake', 'wwhl']"
1675,"['need', 'start', 'youtube', 'channel', 'yiay']"
1676,"['grey', 'wolf', 'chases', 'family', 'car']"
1677,"['google', 'home', 'mini', 'review', 'smart', 'home']"
1678,"['brunch', 'vs', 'brunch']"
1679,"['black', 'highlighter', 'black', 'blush', 'makeup', 'tested', 'beauty', 'mi', 'refinery']"
1680,"['kellyanne', 'conway', 'fox', 'friends', 'fox', 'news', 'today', 'october']"
1681,"['eat', 'double', 'chocolate', 'zucchini', 'cake', 'gluten', 'dairy', 'free']"
1682,"['keeping', 'kardashians', 'katch', 'ep', 'e']"
1683,"['eater', 'top', 'favorite', 'barbecue', 'joints', 'america', 'meat', 'show']"
1684,"['gov', 'mike', 'huckabee', 'full', 'interview', 'president', 'trump', 'tbn']"
1685,"['goodnight', 'moon', 'read', 'levar', 'burton', 'neil', 'degrasse', 'tyson']"
1686,"['line', 'rider', 'mountain', 'king']"
1687,"['gaming', 'beyond', 'iron', 'curtain', 'east', 'germany']"
1688,"['rick', 'morty', 'szechuan', 'sauce', 'riot', 'la']"
1689,"['steamroll', 'giant', 'gummy', 'bear', 'vs', 'steamroller']"
1690,"['fenty', 'beauty', 'holiday', 'collection', 'rihanna', 'tutorial', 'sonjdradeluxe']"
1691,"['ufc', 'post', 'fight', 'press', 'conference']"
1692,"['governor', 'brown', 'signs', 'sb', 'law']"
1693,"['cara', 'delevingne', 'hopes', 'talking', 'mental', 'health', 'help', 'others', 'morning']"
1694,"['greatest', 'nancy', 'panel', 'ever', 'drawn']"
1695,"['hurricane', 'nate', 'leaves', 'path', 'destruction', 'along', 'gulf', 'coast']"
1696,"['people', 'believe', 'mental', 'illness']"
1697,"['uf', 'tom', 'petty', 'tribute']"
1698,"['lin', 'manuel', 'miranda', 'almost', 'like', 'praying', 'feat', 'artists', 'puerto', 'rico', 'music', 'video']"
1699,"['prince', 'harry', 'michael', 'fallon', 'unveil', 'mod', 'mental', 'health', 'initiative']"
1700,"['pacific', 'rim', 'uprising', 'official', 'trailer', 'hd']"
1701,"['happy', 'birthday', 'sonja']"
1702,"['get', 'royal', 'ride', 'streets', 'nyc', 'pda', 'ben', 'aaron']"
1703,"['struggles', 'watching', 'asmr']"
1704,"['animal', 'adventure', 'park', 'giraffe', 'cam']"
1705,"['nature', 'wonderland', 'mickey', 'mouse', 'cartoon', 'disney', 'shorts']"
1706,"['youtube', 'rewind', 'days', 'vlogs']"
1707,['keaton']
1708,"['chris', 'rock', 'reassure', 'michelle', 'obama', 'white', 'house', 'party', 'graham', 'norton', 'show']"
1709,"['eric', 'church', 'october']"
1710,"['tragedi', 'hp', 'meledak', 'karyawan', 'hotel', 'ciputra']"
1711,"['trophy', 'cake', 'ft', 'lindsey', 'stirling', 'mark', 'dancing', 'stars', 'nerdy', 'nummies']"
1712,"['help', 'contour', 'teach', 'beauty', 'tour', 'ep', 'ft', 'nicol', 'concilio']"
1713,"['bu', 'reveals', 'ended', 'relationship', 'tracee', 'ellis', 'ross']"
1714,"['issa', 'rae', 'yvonne', 'orji', 'throw', 'blackest', 'party', 'lemonpeppershawties']"
1715,"['canelé', 'de', 'bordeaux', 'crispy', 'baked', 'french', 'custard', 'cakes', 'make', 'canelés']"
1716,"['alec', 'benjamin', 'wolf', 'sheep', 'rough']"
1717,"['rudy', 'mancuso', 'poo', 'bear', 'black', 'white', 'official', 'video']"
1718,"['kane', 'brown', 'heaven']"
1719,"['steven', 'malcolm', 'cereal', 'remix', 'official', 'music', 'video', 'featuring', 'sadie', 'robertson']"
1720,"['nick', 'kroll', 'john', 'mulaney', 'give', 'teens', 'puberty', 'advice']"
1721,"['invitation', 'official', 'music', 'video']"
1722,"['daniel', 'harrison', 'man', 'behind', 'mustache']"
1723,"['new', 'ios', 'emojis']"
1724,"['nf', 'outcast']"
1725,"['торпедо', 'vs', 'текстильщик', 'футбол', 'который', 'не', 'нужен']"
1726,"['spider', 'cat', 'simon', 'cat', 'halloween', 'special', 'brand', 'new', 'b', 'w']"
1727,"['recreating', 'homecoming', 'look', 'tag', 'grace', 'helbig']"
1728,"['lebron', 'james', 'fearless', 'intel']"
1729,"['jeremy', 'lin', 'addresses', 'kenyon', 'martin', 'comments', 'dreads']"
1730,"['ok', 'cam', 'im', 'going', 'say']"
1731,"['new', 'shade', 'milani', 'conceal', 'perfect', 'foundation', 'first', 'impression', 'review', 'demo']"
1732,"['puppies', 'first', 'bathtime']"
1733,"['kimbra', 'everybody', 'knows', 'official', 'music', 'video']"
1734,"['dusk', 'till', 'dawn', 'zayn', 'ft', 'sia', 'kirsten', 'collins', 'blake', 'rose', 'khs', 'cover']"
1735,"['friday', 'press', 'conference', 'october', 'shooting', 'incident']"
1736,"['every', 'cat']"
1737,"['deny', 'u', 'superfruit']"
1738,"['clueless', 'gamer', 'shadow', 'war', 'kumail', 'nanjiani', 'conan', 'tbs']"
1739,"['new', 'orleans', 'readies', 'storm', 'surge', 'hurricane', 'nate']"
1740,"['call', 'girl', 'anwar', 'jibawi']"
1741,"['video', 'shows', 'man', 'clinging', 'front', 'moving', 'school', 'bus']"
1742,"['seth', 'gives', 'fans', 'eminem', 'trump', 'ultimatum']"
1743,"['didi', 'homers', 'twice', 'yanks', 'advance', 'alcs']"
1744,"['spill', 'guts', 'fill', 'guts', 'w', 'charlie', 'puth', 'josh', 'gad', 'michelle', 'dockery', 'rachel', 'bloom']"
1745,"['box', 'lies', 'margot', 'robbie']"
1746,"['stranger', 'things', 'friday', 'th', 'trailer', 'teaser', 'netflix']"
1747,"['andrew', 'garfield', 'says', 'world', 'need', 'movie', 'stars']"
1748,"['kate', 'hudson', 'eager', 'rock', 'mullet']"
1749,"['matt', 'damon', 'ruins', 'chris', 'hemsworth', 'interview']"
1750,"['granite', 'countertops', 'took', 'american', 'kitchens']"
1751,"['cut', 'time', 'last', 'fry', 'gal', 'gadot', 'snl']"
1752,"['riverdale', 'season', 'q', 'answering', 'questions', 'part', 'madelaine', 'petsch']"
1753,"['turtles', 'way', 'reunion', 'video']"
1754,"['dancing', 'queen', 'rainbow', 'cupcakes', 'scran', 'line']"
1755,"['watch', 'us', 'build', 'piece', 'lego', 'millennium', 'falcon', 'wired']"
1756,"['metro', 'manners', 'psa', 'super', 'kind', 'aisle', 'blocking', 'ブロキング']"
1757,"['ucf', 'football', 'space', 'game', 'uniform', 'reveal']"
1758,"['chance', 'rapper', 'gets', 'pulled', 'chicago', 'faith']"
1759,"['ny', 'comic', 'con', 'official', 'trailer', 'x', 'files', 'season', 'x', 'files']"
1760,"['dna', 'future', 'data', 'storage', 'leo', 'bear', 'mcguinness']"
1761,"['age', 'peak', 'everything', 'throughout', 'life']"
1762,"['kit', 'harington', 'epic', 'april', 'fools', 'day', 'prank', 'rose', 'leslie', 'jonathan', 'ross', 'show']"
1763,"['cornmuffins', 'goes', 'flight', 'lifetime']"
1764,"['professor', 'marston', 'wonder', 'women', 'final', 'trailer']"
1765,"['surprising', 'things', 'matter', 'extreme', 'pressure']"
1766,"['largest', 'creatures', 'exist', 'right']"
1767,"['walking', 'dead', 'season', 'season', 'premiere', 'nycc', 'sneak', 'peek']"
1768,"['tim', 'mcgraw', 'faith', 'hill', 'rest', 'life']"
1769,"['hailee', 'steinfeld', 'alesso', 'let', 'go', 'lyric', 'video', 'ft', 'florida', 'georgia', 'line', 'watt']"
1770,"['pancake', 'art', 'challenge', 'collins', 'key', 'learn', 'make', 'emojis', 'diy', 'pancake']"
1771,"['gopro', 'nate', 'adams', 'gopro', 'kind', 'day']"
1772,"['pumpkin', 'spice', 'pasta', 'testing', 'pumpkin', 'spice', 'foods', 'alisha', 'marie']"
1773,"['husband', 'vs', 'best', 'friend', 'tom', 'daley']"
1774,"['building', 'ultimate', 'ps', 'pro']"
1775,"['pennywise', 'glam', 'halloween', 'makeup', 'tutorial']"
1776,"['demetrious', 'johnson', 'vs', 'ray', 'borg', 'highlights', 'ufc']"
1777,"['jacob', 'sartorius', 'gives', 'raw', 'interview']"
1778,"['mnt', 'vs', 'panama', 'highlights', 'oct']"
1779,"['early', 'thor', 'reactions', 'outstanding', 'zelda', 'movie', 'chances', 'john', 'campea', 'show']"
1780,"['nick', 'saban', 'tells', 'media', 'feeding', 'team', 'rat', 'poison', 'following', 'alabama', 'win', 'texas']"
1781,"['pink', 'boy', 'color']"
1782,"['rap', 'swept', 'nation']"
1783,"['stelter', 'weinstein', 'firing', 'earthquake', 'hollywood']"
1784,"['brian', 'lewerke', 'yard', 'touchdown', 'vs', 'michigan']"
1785,"['get', 'ready', 'teacher', 'evolution', 'ep']"
1786,"['stray', 'puppy', 'befriends', 'travelers', 'find', 'home', 'dodo']"
1787,"['p', 'nk', 'son', 'cries', 'whenever', 'sings']"
1788,"['snl', 'host', 'kumail', 'nanjiani', 'p', 'nk', 'share', 'favorite', 'colors']"
1789,"['star', 'wars', 'last', 'jedi', 'trailer', 'official']"
1790,"['sophia', 'grace', 'u', 'mad', 'official', 'music', 'video']"
1791,"['qatar', 'airways', 'business', 'class', 'review', 'incredible']"
1792,"['cakeslayer', 'halloween', 'spider', 'cake', 'man', 'cake', 'joshua', 'john', 'russell']"
1793,"['star', 'wars', 'last', 'jedi', 'trailer', 'review']"
1794,"['arcusd', 'c', 'moves', 'kinda']"
1795,"['northern', 'ontario', 'moose', 'vs', 'wolf']"
1796,"['got', 'v']"
1797,"['banana', 'bread', 'bake', 'shayna', 'taylor', 'recipe']"
1798,"['friend', 'dahmer', 'official', 'trailer', 'us', 'filmrise']"
1799,"['confederacy', 'last', 'week', 'tonight', 'john', 'oliver', 'hbo']"
1800,"['make', 'pumpkin', 'spice', 'latte', 'cake', 'coffee', 'buttercream', 'yolanda', 'gampp', 'cake']"
1801,"['best', 'wash', 'n', 'go', 'ever', 'natural', 'hair']"
1802,"['would', 'happen', 'born', 'space']"
1803,"['last', 'jedi', 'trailer', 'reaction', 'need']"
1804,"['tasting', 'extremely', 'bizarre', 'pocky', 'flavors']"
1805,"['marvelous', 'mrs', 'maisel', 'official', 'trailer', 'hd', 'amazon', 'video']"
1806,"['racist', 'lawyer', 'rant']"
1807,"['challenge', 'haunted', 'castle', 'scary']"
1808,"['wore', 'ugliest', 'jacket', 'world', 'week']"
1809,"['johnny', 'drille', 'romeo', 'juliet', 'official', 'music', 'video']"
1810,"['intense', 'asmr', 'sounds']"
1811,"['making', 'plasma', 'coil', 'bottle', 'launcher']"
1812,"['covergirl', 'iamwhatimakeup', 'made', 'mirror']"
1813,"['let', 'boy', 'pick', 'halloween', 'costumes', 'ft', 'caspar', 'lee']"
1814,"['last', 'week', 'tonight', 'john', 'oliver', 'oct']"
1815,"['real', 'life', 'bestrong']"
1816,"['post', 'sugar', 'crisp', 'sugar', 'bear', 'vs', 'granny', 'goodwitch', 'cereal', 'commercial']"
1817,"['left', 'gmm']"
1818,"['justice', 'league', 'official', 'heroes', 'trailer']"
1819,"['meyer', 'talks', 'midweek', 'nebraska', 'confirms', 'grimes', 'dealing', 'issue']"
1820,"['efrons', 'tested', 'tough']"
1821,"['hot', 'hand', 'fallacy']"
1822,"['cod', 'liver', 'taste', 'test']"
1823,"['make', 'pusheen', 'brownie', 'pops']"
1824,"['boyfriend', 'buys', 'outfits', 'gravyardgirl']"
1825,"['meghan', 'mccain', 'joins', 'view', 'co', 'host', 'view']"
1826,"['people', 'tell', 'us', 'secret']"
1827,"['tubes', 'mascara', 'faves', 'hates', 'makeup', 'graveyard']"
1828,"['umami', 'burger', 'jaden', 'impossible', 'trio']"
1829,"['love', 'america', 'song', 'official', 'love', 'america', 'hulu']"
1830,"['canadian', 'prime', 'minister', 'justin', 'trudeau', 'talks', 'trump', 'gender', 'parity', 'mpw']"
1831,"['making', 'rihanna', 'clothes', 'cheap']"
1832,"['one', 'thing', 'every', 'artist', 'needs', 'know']"
1833,"['rogers', 'additron']"
1834,"['persistent', 'brat']"
1835,"['blindfolded', 'makeup', 'challenge', 'jordyn', 'kylie', 'makeup', 'blindfolded']"
1836,"['star', 'wars', 'last', 'jedi', 'trailer', 'reaction']"
1837,"['sushi', 'gadgets', 'put', 'test']"
1838,"['mike', 'leach', 'goes', 'expand', 'college', 'football', 'playoff']"
1839,"['extraordinary', 'kids', 'fly', 'zero', 'gravity', 'k']"
1840,"['cassie', 'marriage', 'dealing', 'w', 'rumors', 'short', 'film']"
1841,"['future', 'baby', 'future', 'fam', 'disneyland', 'tmz']"
1842,"['standing', 'woman', 'much']"
1843,"['mac', 'n', 'cheese', 'inside', 'fried', 'chicken', 'versus']"
1844,"['chinese', 'street', 'food', 'tour', 'deep', 'sichuan', 'china', 'spicy', 'incredible', 'street', 'food', 'adventure']"
1845,"['accidentally', 'became', 'famous', 'another', 'country']"
1846,"['crazy', 'story', 'barefoot', 'bandit']"
1847,"['top', 'reasons', 'lava', 'best', 'pixar', 'short']"
1848,"['people', 'accusing', 'dove', 'ad', 'racist']"
1849,"['angry', 'ex', 'girlfriend', 'gets', 'revenge']"
1850,"['demi', 'lovato', 'simply', 'complicated', 'official', 'trailer', 'coming', 'youtube', 'oct', 'th']"
1851,"['exciting', 'news']"
1852,"['full', 'face', 'using', 'cheap', 'amazon', 'makeup', 'omg', 'casey', 'holmes']"
1853,['coming']
1854,"['st', 'vincent', 'pills', 'official', 'audio']"
1855,"['theybf', 'exclusive', 'amina', 'buddafly', 'peter', 'gunz', 'tv', 'marriage', 'boot', 'camp', 'reality', 'stars']"
1856,"['semi', 'automatic', 'portable', 'railgun', 'sr', 'introduction']"
1857,"['halloween', 'asmr', 'spooky', 'sounds', 'feat', 'mamrie', 'hart']"
1858,"['recreating', 'first', 'makeup', 'tutorial', 'jackie', 'aina']"
1859,"['every', 'mcdonald', 'ever']"
1860,"['demon', 'halloween', 'look', 'desi', 'perkins']"
1861,"['margot', 'robbie', 'sets', 'record', 'straight', 'tonya', 'harding']"
1862,"['sean', 'evans', 'learns', 'make', 'sushi', 'sean', 'wild']"
1863,"['star', 'wars', 'last', 'jedi', 'trailer', 'breakdown', 'nerdist', 'news', 'w', 'amy', 'vorpahl']"
1864,"['teens', 'read', 'wrong', 'number', 'texts', 'react']"
1865,"['underrated', 'lens', 'everyone', 'needs']"
1866,"['frankie', 'witney', 'quickstep', 'dancing', 'stars']"
1867,"['vikings', 'vs', 'bears', 'nfl', 'week', 'game', 'highlights']"
1868,"['perfect', 'party']"
1869,"['diy', 'giant', 'spider', 'aka', 'aragog', 'aka', 'harry', 'potter', 'halloween', 'bit', 'hes']"
1870,"['trying', 'entire', 'fenty', 'beauty', 'line']"
1871,"['detik', 'detik', 'terjadinya', 'benturan', 'keras', 'choirul', 'huda', 'kiper', 'persela', 'lamongan']"
1872,"['dangerous', 'jobs']"
1873,"['weird', 'alarm', 'clocks', 'put', 'test']"
1874,"['cavuto', 'loyalty', 'works', 'ways', 'mr', 'president']"
1875,"['raise', 'son', 'like', 'harvey', 'weinstein']"
1876,"['unfortunate', 'truth', 'civil', 'war']"
1877,"['nyyc', 'finals', 'st', 'place', 'evan', 'nagao']"
1878,"['dealing', 'cancer', 'secret']"
1879,"['sam', 'smith', 'thrill', 'album', 'trailer']"
1880,"['see', 'devastation', 'california', 'still', 'roaring', 'wildfires', 'hbo']"
1881,"['joel', 'embiid', 'preseason', 'debut', 'october', 'nets', 'pts', 'rebs', 'ast', 'mins']"
1882,"['show', 'lea', 'michele', 'rates', 'john', 'stamos', 'kiss', 'wwhl']"
1883,"['luka', 'doncic', 'sets', 'career', 'high', 'scoring']"
1884,"['paramore', 'hard', 'times', 'green', 'screen', 'outtakes']"
1885,"['men', 'try', 'false', 'lashes', 'challenge', 'try', 'challenge', 'refinery']"
1886,"['secrets', 'measuring', 'piece', 'paper', 'numberphile']"
1887,"['jump', 'super', 'star', 'super', 'mario', 'odyssey', 'musical']"
1888,"['rock', 'jenna', 'turned', 'harvey', 'weinstein']"
1889,"['extreme', 'pumpkin', 'carving', 'national', 'coming', 'day']"
1890,"['gerard', 'butler', 'mother', 'knows', 'dead', 'body']"
1891,"['part', 'riverdale', 'season', 'q', 'madelaine', 'petsch']"
1892,"['everything', 'missed', 'last', 'jedi', 'trailer']"
1893,"['group', 'halloween', 'costume', 'ideas', 'walking', 'dead', 'riverdale']"
1894,"['youtuber', 'halloween', 'costumes', 'grace', 'helbig']"
1895,"['gregory', 'porter', 'smile']"
1896,"['guides', 'axiom', 'available']"
1897,"['autumn', 'makeup', 'tutorial', 'straight', 'men']"
1898,"['star', 'wars', 'theme', 'song', 'made', 'entirely', 'porg', 'sounds']"
1899,"['taylor', 'twellman', 'says', 'arrogance', 'u', 'men', 'soccer', 'team', 'sportscenter', 'espn']"
1900,"['hazelnut', 'swiss', 'roll', 'recipe']"
1901,"['super', 'easy', 'blueberry', 'yoghurt', 'popsicle', 'recipe', 'cupcake', 'jemma']"
1902,"['hundreds', 'missing', 'control', 'california', 'fires', 'burn']"
1903,"['finding', 'ralphie', 'christmas', 'story', 'live']"
1904,"['arctic', 'foxes', 'destroy', 'filmmaker', 'camera']"
1905,"['official', 'house', 'tour']"
1906,"['megan', 'mullally', 'hijacks', 'stranger', 'tinder', 'vanity', 'fair']"
1907,"['adam', 'savage', 'becomes', 'extra', 'blade', 'runner', 'short']"
1908,"['mama', 'wears', 'timbs']"
1909,"['shield', 'reunite', 'raw', 'oct']"
1910,"['puppies', 'prank', 'girlfriend']"
1911,"['ciara', 'american', 'music', 'awards', 'nominations']"
1912,"['bruno', 'mars', 'like', 'acoustic', 'remix', 'charlie', 'rose']"
1913,"['freedom', 'international', 'day', 'girl']"
1914,"['jake', 'bugg', 'waiting', 'ft', 'noah', 'cyrus']"
1915,"['introducing', 'context', 'cards']"
1916,"['demi', 'lovato', 'reacts', 'demi', 'lovato', 'childhood', 'videos']"
1917,"['smash', 'english', 'trailer']"
1918,"['russell', 'wilson', 'goes', 'undercover']"
1919,"['interview', 'year', 'old', 'preschool']"
1920,"['weirdest', 'celebrity', 'phobias', 'game']"
1921,"['wine', 'country', 'fire', 'fire', 'engine', 'response', 'firefight', 'stopping', 'flames', 'firefighter', 'view']"
1922,"['top', 'dunks', 'nba', 'preseason']"
1923,"['kings', 'rookie', 'dance', 'contest']"
1924,"['really', 'really', 'really', 'like', 'repetition', 'music']"
1925,"['sale', 'section', 'shopping']"
1926,"['jared', 'padalecki', 'supernatural']"
1927,"['dxomark', 'smartphone', 'ratings', 'explained']"
1928,"['trump', 'delivers', 'remarks']"
1929,"['star', 'wars', 'rebels', 'recap', 'seasons']"
1930,"['splitting', 'pellets', 'knife', 'slow', 'motion', 'slow', 'mo', 'guys']"
1931,"['easy', 'skull', 'halloween', 'makeup', 'tutorial']"
1932,"['questions', 'daisy', 'ridley', 'vogue']"
1933,"['thundercat', 'show', 'way', 'feat', 'michael', 'mcdonald', 'kenny', 'loggins', 'official', 'video']"
1934,"['fire', 'whisperer', 'cyanide', 'happiness', 'shorts']"
1935,"['polestar', 'global', 'launch', 'event']"
1936,"['walk', 'moon', 'headphones']"
1937,"['making', 'sword', 'thermite']"
1938,"['adam', 'ruins', 'everything', 'toxins', 'myth', 'tease', 'trutv']"
1939,"['swift', 'life', 'first', 'look']"
1940,['lie']
1941,"['tour', 'documentary', 'episode']"
1942,"['projections', 'episode', 'oculus', 'connect', 'santa', 'cruz', 'prototype', 'hands']"
1943,"['make', 'remote', 'hose', 'pipe', 'controller']"
1944,"['full', 'face', 'using', 'miranda', 'lipstick']"
1945,"['lindsey', 'stirling', 'mirage']"
1946,"['little', 'pony', 'princess', 'twilight', 'sparkle', 'cake', 'cook', 'ann', 'reardon']"
1947,"['smokey', 'makeup', 'look', 'feat', 'claudia', 'schiffer']"
1948,"['kris', 'wu', 'deserve', 'ft', 'travis', 'scott', 'official', 'audio']"
1949,"['jessie', 'ware', 'alone', 'official', 'video']"
1950,"['incredible', 'moment', 'world', 'championships', 'final', 'vlog']"
1951,"['echostar', 'ses', 'launch', 'webcast']"
1952,"['call', 'name', 'clip', 'dance', 'party']"
1953,"['daniel', 'depression']"
1954,"['sweet', 'virginia', 'official', 'trailer', 'l', 'hd', 'l', 'ifc', 'films']"
1955,"['fenty', 'beauty', 'rihanna', 'makeup', 'tutorial', 'patrickstarrr']"
1956,"['gwyneth', 'paltrow', 'dave', 'harvey', 'weinstein', 'late', 'show', 'november']"
1957,"['sphere', 'treehouses', 'canada']"
1958,"['soap', 'tips']"
1959,"['spiny', 'lizard', 'catches']"
1960,"['found', 'one']"
1961,"['explore', 'cave', 'paintings', 'animated', 'cave', 'iseult', 'gillespie']"
1962,"['get', 'face', 'halloween', 'skincare', 'routine']"
1963,"['introducing', 'oculus', 'go']"
1964,"['scott', 'kelly', 'answers', 'astronaut', 'questions', 'twitter', 'tech', 'support', 'wired']"
1965,"['worst', 'prison', 'experiments', 'conducted', 'humans']"
1966,"['roman', 'style', 'pizza', 'perfect', 'pie', 'thin', 'crust', 'lovers', 'food', 'skills']"
1967,"['trying', 'halloween', 'makeup', 'ft', 'miranda', 'sings']"
1968,"['time', 'something']"
